INFO 2019-12-03 21:52:40,173 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:03:00,907 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:17,007 basehttp 154 "POST /xadmin/home/banner/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:03:17,147 basehttp 154 "GET /xadmin/home/banner/add/ HTTP/1.1" 200 24977
INFO 2019-12-03 22:03:17,201 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:22,277 basehttp 154 "GET /xadmin/home/banner/ HTTP/1.1" 200 34624
INFO 2019-12-03 22:03:22,326 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:30,040 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:03:30,041 basehttp 154 "GET /banner/ HTTP/1.1" 200 369
INFO 2019-12-03 22:03:40,314 basehttp 154 "GET /xadmin/home/banner/1/update/ HTTP/1.1" 200 25068
INFO 2019-12-03 22:03:40,383 basehttp 154 "GET /media/banner/fj_1_1N66BNM.jpg HTTP/1.1" 200 181525
INFO 2019-12-03 22:03:40,384 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:45,829 basehttp 154 "POST /xadmin/home/banner/1/update/ HTTP/1.1" 302 0
INFO 2019-12-03 22:03:45,951 basehttp 154 "GET /xadmin/home/banner/? HTTP/1.1" 200 34865
INFO 2019-12-03 22:03:46,050 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:47,174 basehttp 154 "GET /xadmin/home/banner/2/update/ HTTP/1.1" 200 25083
INFO 2019-12-03 22:03:47,212 basehttp 154 "GET /media/banner/fj_2_BR86YRJ.jpg HTTP/1.1" 200 158358
INFO 2019-12-03 22:03:47,243 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:51,281 basehttp 154 "POST /xadmin/home/banner/2/update/ HTTP/1.1" 302 0
INFO 2019-12-03 22:03:51,409 basehttp 154 "GET /xadmin/home/banner/? HTTP/1.1" 200 34868
INFO 2019-12-03 22:03:51,500 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:52,941 basehttp 154 "GET /xadmin/home/banner/3/update/ HTTP/1.1" 200 25068
INFO 2019-12-03 22:03:52,984 basehttp 154 "GET /media/banner/fj_3_7MeCL4A.jpg HTTP/1.1" 200 263466
INFO 2019-12-03 22:03:52,991 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:55,577 basehttp 154 "POST /xadmin/home/banner/3/update/ HTTP/1.1" 302 0
INFO 2019-12-03 22:03:55,751 basehttp 154 "GET /xadmin/home/banner/? HTTP/1.1" 200 34865
INFO 2019-12-03 22:03:55,833 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:57,104 basehttp 154 "GET /xadmin/home/banner/4/update/ HTTP/1.1" 200 25053
INFO 2019-12-03 22:03:57,179 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:03:57,180 basehttp 154 "GET /media/banner/fj_4_kBXWahc.jpg HTTP/1.1" 200 461839
INFO 2019-12-03 22:04:00,490 basehttp 154 "POST /xadmin/home/banner/4/update/ HTTP/1.1" 302 0
INFO 2019-12-03 22:04:00,596 basehttp 154 "GET /xadmin/home/banner/? HTTP/1.1" 200 34862
INFO 2019-12-03 22:04:00,657 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:07,413 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:04:07,414 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:04:07,892 basehttp 154 "GET /media/banner/fj_3_7MeCL4A.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:04:07,893 basehttp 154 "GET /media/banner/fj_1_1N66BNM.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:04:07,896 basehttp 154 "GET /media/banner/fj_2_BR86YRJ.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:04:07,896 basehttp 154 "GET /media/banner/fj_4_kBXWahc.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:04:23,542 basehttp 154 "GET /xadmin/course/college/ HTTP/1.1" 200 27861
INFO 2019-12-03 22:04:23,587 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:25,162 basehttp 154 "GET /xadmin/course/college/add/ HTTP/1.1" 200 20833
INFO 2019-12-03 22:04:25,199 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:35,533 basehttp 154 "POST /xadmin/course/college/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:04:35,653 basehttp 154 "GET /xadmin/course/college/ HTTP/1.1" 200 31574
INFO 2019-12-03 22:04:35,721 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:36,431 basehttp 154 "GET /xadmin/course/system/ HTTP/1.1" 200 28783
INFO 2019-12-03 22:04:36,471 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:37,581 basehttp 154 "GET /xadmin/course/system/add/ HTTP/1.1" 200 23574
INFO 2019-12-03 22:04:37,652 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:43,883 basehttp 154 "POST /xadmin/course/system/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:04:43,984 basehttp 154 "GET /xadmin/course/system/ HTTP/1.1" 200 33807
INFO 2019-12-03 22:04:44,068 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:45,332 basehttp 154 "GET /xadmin/course/system/add/ HTTP/1.1" 200 23574
INFO 2019-12-03 22:04:45,391 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:56,763 basehttp 154 "POST /xadmin/course/system/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:04:56,870 basehttp 154 "GET /xadmin/course/system/ HTTP/1.1" 200 35340
INFO 2019-12-03 22:04:56,937 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:57,850 basehttp 154 "GET /xadmin/course/coursecategory/ HTTP/1.1" 200 28820
INFO 2019-12-03 22:04:57,895 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:04:59,407 basehttp 154 "GET /xadmin/course/coursecategory/add/ HTTP/1.1" 200 23906
INFO 2019-12-03 22:04:59,454 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:09,032 basehttp 154 "POST /xadmin/course/coursecategory/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:05:09,123 basehttp 154 "GET /xadmin/course/coursecategory/ HTTP/1.1" 200 33555
INFO 2019-12-03 22:05:09,164 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:09,956 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 30634
INFO 2019-12-03 22:05:10,009 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:11,008 basehttp 154 "GET /xadmin/course/course/add/ HTTP/1.1" 200 30501
INFO 2019-12-03 22:05:11,044 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:27,507 basehttp 154 "POST /xadmin/course/course/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:05:27,612 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 35373
INFO 2019-12-03 22:05:27,681 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:28,789 basehttp 154 "GET /xadmin/course/teacher/ HTTP/1.1" 200 29151
INFO 2019-12-03 22:05:28,828 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:30,503 basehttp 154 "GET /xadmin/course/teacher/add/ HTTP/1.1" 200 26255
INFO 2019-12-03 22:05:30,561 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:45,942 basehttp 154 "POST /xadmin/course/teacher/add/ HTTP/1.1" 302 0
INFO 2019-12-03 22:05:46,085 basehttp 154 "GET /xadmin/course/teacher/ HTTP/1.1" 200 33792
INFO 2019-12-03 22:05:46,148 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:47,652 basehttp 154 "GET /xadmin/course/coursechapter/ HTTP/1.1" 200 29093
INFO 2019-12-03 22:05:47,687 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:05:49,030 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 35064
INFO 2019-12-03 22:05:49,075 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:06:33,462 autoreload 217 /Users/liangpingbo/Desktop/线上课堂/线上课程api/线上课程api/apps/course/adminx.py changed, reloading.
INFO 2019-12-03 22:06:35,473 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:07:02,150 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 35967
INFO 2019-12-03 22:07:02,207 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:07:17,516 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 35967
INFO 2019-12-03 22:07:17,554 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:07:17,773 autoreload 217 /Users/liangpingbo/Desktop/线上课堂/线上课程api/线上课程api/apps/course/adminx.py changed, reloading.
INFO 2019-12-03 22:07:19,888 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:07:21,147 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 35967
INFO 2019-12-03 22:07:21,323 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:07:25,493 basehttp 154 "GET /xadmin/course/course/1/update/ HTTP/1.1" 200 30845
INFO 2019-12-03 22:07:25,589 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:07:29,513 basehttp 154 "POST /xadmin/course/course/1/update/ HTTP/1.1" 302 0
INFO 2019-12-03 22:07:29,613 basehttp 154 "GET /xadmin/course/course/? HTTP/1.1" 200 36508
INFO 2019-12-03 22:07:29,676 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
WARNING 2019-12-03 22:20:51,683 log 228 Not Found: /
WARNING 2019-12-03 22:20:51,685 basehttp 154 "GET / HTTP/1.1" 404 2573
INFO 2019-12-03 22:21:17,124 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:22:55,626 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:23:32,465 autoreload 597 Watching for file changes with StatReloader
WARNING 2019-12-03 22:23:34,919 log 228 Not Found: /
WARNING 2019-12-03 22:23:34,920 basehttp 154 "GET / HTTP/1.1" 404 2680
ERROR 2019-12-03 22:23:48,277 exceptions 27 [<course.views.CollegeAPIView object at 0x10af10a58>] (1054, "Unknown column 'gl_college.is_show' in 'field list'")
ERROR 2019-12-03 22:23:48,365 log 228 Insufficient Storage: /course/college/
ERROR 2019-12-03 22:23:48,366 basehttp 154 "GET /course/college/ HTTP/1.1" 507 5341
INFO 2019-12-03 22:23:48,423 basehttp 154 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,425 basehttp 154 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,426 basehttp 154 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,429 basehttp 154 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,433 basehttp 154 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,439 basehttp 154 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,444 basehttp 154 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2019-12-03 22:23:48,445 basehttp 154 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 37608
INFO 2019-12-03 22:23:48,448 basehttp 154 "GET /static/rest_framework/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
INFO 2019-12-03 22:23:48,459 basehttp 154 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2019-12-03 22:23:48,577 basehttp 154 "GET /static/rest_framework/img/grid.png HTTP/1.1" 304 0
INFO 2019-12-03 22:24:04,174 autoreload 217 /Users/liangpingbo/Desktop/线上课堂/线上课程api/线上课程api/apps/course/models.py changed, reloading.
INFO 2019-12-03 22:24:06,272 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:24:30,364 autoreload 597 Watching for file changes with StatReloader
ERROR 2019-12-03 22:24:33,001 log 228 Internal Server Error: /course/college/
Traceback (most recent call last):
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 54, in wrapped_view
    return view_func(*args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 505, in dispatch
    response = self.handle_exception(exc)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 465, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 476, in raise_uncaught_exception
    raise exc
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 502, in dispatch
    response = handler(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/generics.py", line 199, in get
    return self.list(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/mixins.py", line 46, in list
    return Response(serializer.data)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 757, in data
    ret = super().data
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 261, in data
    self._data = self.to_representation(self.instance)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 675, in to_representation
    self.child.to_representation(item) for item in iterable
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 675, in <listcomp>
    self.child.to_representation(item) for item in iterable
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 511, in to_representation
    for field in fields:
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 372, in _readable_fields
    for field in self.fields.values():
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/utils/functional.py", line 80, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 360, in fields
    for key, value in self.get_fields().items():
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1047, in get_fields
    source, info, model, depth
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1192, in build_field
    return self.build_unknown_field(field_name, model_class)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1309, in build_unknown_field
    (field_name, model_class.__name__)
django.core.exceptions.ImproperlyConfigured: Field name `is_show` is not valid for model `College`.
ERROR 2019-12-03 22:24:33,003 basehttp 154 "GET /course/college/ HTTP/1.1" 500 149571
ERROR 2019-12-03 22:24:44,421 log 228 Internal Server Error: /course/college/
Traceback (most recent call last):
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/exception.py", line 34, in inner
    response = get_response(request)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/core/handlers/base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/views/decorators/csrf.py", line 54, in wrapped_view
    return view_func(*args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/views/generic/base.py", line 71, in view
    return self.dispatch(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 505, in dispatch
    response = self.handle_exception(exc)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 465, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 476, in raise_uncaught_exception
    raise exc
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/views.py", line 502, in dispatch
    response = handler(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/generics.py", line 199, in get
    return self.list(request, *args, **kwargs)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/mixins.py", line 46, in list
    return Response(serializer.data)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 757, in data
    ret = super().data
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 261, in data
    self._data = self.to_representation(self.instance)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 675, in to_representation
    self.child.to_representation(item) for item in iterable
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 675, in <listcomp>
    self.child.to_representation(item) for item in iterable
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 511, in to_representation
    for field in fields:
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 372, in _readable_fields
    for field in self.fields.values():
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/django/utils/functional.py", line 80, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 360, in fields
    for key, value in self.get_fields().items():
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1047, in get_fields
    source, info, model, depth
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1192, in build_field
    return self.build_unknown_field(field_name, model_class)
  File "/Users/liangpingbo/Envs/lpb/lib/python3.6/site-packages/rest_framework/serializers.py", line 1309, in build_unknown_field
    (field_name, model_class.__name__)
django.core.exceptions.ImproperlyConfigured: Field name `is_show` is not valid for model `College`.
ERROR 2019-12-03 22:24:44,422 basehttp 154 "GET /course/college/ HTTP/1.1" 500 149571
INFO 2019-12-03 22:24:44,532 autoreload 217 /Users/liangpingbo/Desktop/线上课堂/线上课程api/线上课程api/apps/course/serializers.py changed, reloading.
INFO 2019-12-03 22:24:46,616 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:24:49,776 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:24:54,426 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:24:57,383 basehttp 154 "GET /course/college/ HTTP/1.1" 200 5333
INFO 2019-12-03 22:25:07,499 autoreload 217 /Users/liangpingbo/Desktop/线上课堂/线上课程api/线上课程api/apps/course/serializers.py changed, reloading.
INFO 2019-12-03 22:25:10,034 autoreload 597 Watching for file changes with StatReloader
INFO 2019-12-03 22:25:11,434 basehttp 154 "GET /course/college/ HTTP/1.1" 200 5360
INFO 2019-12-03 22:31:04,206 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:32:15,954 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:32:15,959 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:32:15,963 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:32:16,346 basehttp 154 "GET /media/banner/fj_1_1N66BNM.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:32:16,377 basehttp 154 "GET /media/banner/fj_2_BR86YRJ.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:32:16,379 basehttp 154 "GET /media/banner/fj_3_7MeCL4A.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:32:16,402 basehttp 154 "GET /media/banner/fj_4_kBXWahc.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:33:23,937 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:33:23,939 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:33:23,944 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:34:13,018 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:34:13,020 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:34:13,022 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:35:28,059 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:35:28,064 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:35:28,068 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:35:28,764 basehttp 154 "GET /media/banner/fj_1_1N66BNM.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:35:28,770 basehttp 154 "GET /media/banner/fj_2_BR86YRJ.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:35:28,782 basehttp 154 "GET /media/banner/fj_3_7MeCL4A.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:35:28,783 basehttp 154 "GET /media/banner/fj_4_kBXWahc.jpg HTTP/1.1" 304 0
INFO 2019-12-03 22:38:13,037 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:38:13,039 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
INFO 2019-12-03 22:38:13,041 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:38:40,243 basehttp 154 "GET /banner/ HTTP/1.1" 200 365
INFO 2019-12-03 22:38:40,244 basehttp 154 "GET /course/college/ HTTP/1.1" 200 38
INFO 2019-12-03 22:38:40,247 basehttp 154 "GET /timer/ HTTP/1.1" 200 2
WARNING 2019-12-03 22:41:02,475 log 228 Not Found: /
WARNING 2019-12-03 22:41:02,476 basehttp 154 "GET / HTTP/1.1" 404 2680
INFO 2019-12-03 22:41:09,172 basehttp 154 "GET /xadmin/ HTTP/1.1" 200 18981
INFO 2019-12-03 22:41:09,276 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:41:09,683 basehttp 154 "GET /xadmin/ HTTP/1.1" 200 18981
INFO 2019-12-03 22:41:13,582 basehttp 154 "GET /xadmin/course/system/ HTTP/1.1" 200 35028
INFO 2019-12-03 22:41:13,633 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:41:17,302 basehttp 154 "GET /xadmin/course/coursecategory/ HTTP/1.1" 200 33250
INFO 2019-12-03 22:41:17,340 basehttp 154 "GET /xadmin/jsi18n/ HTTP/1.1" 200 7722
INFO 2019-12-03 22:41:18,553 basehttp 154 "GET /xadmin/course/course/ HTTP/1.1" 200 36264
